## Original ##

# 3013 - 4bdd2b42f45f
Jivi-Film~!~319
BR00329_2289_Shakti-Sangamam-BR-Meet-SG_11-Nov-09_Cam1~!~385
BR00330_2290_Shakti-Sangamam-BR-Meet-SG_11-Nov-09_Cam2~!~386
BR00331_2288_Shakti-Sangamam-BR-Meet-Glossalolia-Process_13-Nov-09~!~384
BR00332_2291_Shakti-Sangamam-Closing-Residents-Meet-SG_16-Nov-09_Cam1~!~387
BR00333_2292_Shakti-Sangamam-Closing-Residents-Meet-SG_16-Nov-09_Cam2~!~388
BR00341_376_Sadhguru-SriBrahma-100th-Gurupooja-Subhalapuram-Theni-12-Jul-2010~!~376
# ------ Edited artifact moved ------ #
# ------ Audio artifact moved ------ #
# ------ Audio artifact moved ------ #
BR00347_2278_Br-Meet-SPH-Morning-Session_7-Nov-10_Cam1~!~737
BR00348_2279_Br-Meet-SPH-Morning-Session_7-Nov-10_Cam2~!~738
BR00349_2280_Br-Meet-SPH-Morning-Session_8-Nov-10_Cam1~!~739
BR00350_2281_Br-Meet-SPH-Morning-Session_8-Nov-10_Cam2~!~740
BR00351_2276_Br-Meet-SPH-Evening-Session_8-Nov-10_Cam1~!~735
BR00352_2277_Br-Meet-SPH-Evening-Session_8-Nov-10_Cam2~!~736
# ------ Audio artifact moved ------ #
BR00354_2271_Br_Meet_Dhyanalinga_Temple_11-Jan-11_Cam1~!~730
BR00355_2272_Br_Meet_Dhyanalinga_Temple_11-Jan-11_Cam2~!~731
# ------ Audio artifact moved ------ #
BR00357_CONFIDENTIAL_2317_Sadhguru-Private-Meeting-Sw-Suyagna_Samskriti-Classroom_26-Feb-11~!~744
# ------ Audio artifact moved ------ #
BR00359_2273_Br_Pre-Initiation_Talk_2011_Batch_Coconut-Grove_1-Apr-11_Cam1~!~732
BR00360_2274_Br_Pre-Initiation_Talk_2011_Batch_Coconut-Grove_1-Apr-11_Cam2~!~733
BR00361_2420_Br-Initiation_2011-Batch_Vaibhavshiva-Spot_1-Apr-2011~!~734
# ------ Audio artifact moved ------ #
BR00363_2422_Br_Meet_IHS_Tarana_6-Apr-11_Cam1~!~736
BR00364_2423_Br_Meet_IHS_Tarana_6-Apr-11_Cam2~!~737
# ------ Audio artifact moved ------ #
BR00366_2424_Br-Meet_IHS_Tarana_21-Jun-11_Cam1~!~738
BR00367_2425_Br-Meet_IHS_Tarana_21-Jun-11_Cam2~!~739
# ------ Audio artifact moved ------ #
BR00369_2427_Br-Meet-Surya-Namaskar-Correction_SPH_26-Dec-11~!~741
# ------ Audio artifact moved #
BR00371_2429_Br-Meet_SPH_26-Dec-11_Cam1~!~743
BR00372_2430_Br-Meet_SPH_26-Dec-11_Cam2~!~744
# ------ Audio artifact moved ------ #
BR00380_Sadhana-Forum-Meeting-With-Sadhguru_Nalanda_10-Sep-2012~!~746


# 58fb8c67efff - 6967

BR00425_8804_Private-Sharing-Swamis_IYC_19-May-14~!~745
BR00447_8796_Brs-Meet-With-Sadhguru_Dhyanalinga_14-Jul-2015_Cam1~!~746
BR00448_8797_Brs-Meet-With-Sadhguru_Dhyanalinga_14-Jul-2015_Cam2~!~747




## For the following tapes we forgot to add codes when writing tape - but reserved range

# 4016 - 4bb4d52f58d8 (423-455)
Ananda-Alai-Sathsang-Kothagiri_10-May-09_Cam1~!~423
Ananda-Alai-Sathsang-Kothagiri_10-May-09_Cam2~!~424
Ananda-Alai-Sathsang-Kothagiri_10-May-09_Cam3~!~425
Ananda-Vikadan-Interview_At-Shrine_28-Jun-09~!~426
Coimbatore-Mayor-Visit-to-IYC_26-Jun-09~!~427
Dhyanalinga-10th-Conscretion-Day-Chanting-And-Sameer-Rao-Concert_24-Jun-09~!~428
Hindi-IE-Class-Shooting-At-Nalanda-Initiation_4-May-09_Cam1~!~429
Hindi-IE-Class-Shooting-At-Nalanda-Initiation_4-May-09_Cam2~!~430
House-Warming-for-Swamy-Arup-Shubha-Mudhgal-Concert-Delhi_3-Jun-09~!~431
IE-Retreat-Nandita-Das-Shots_25-Jun-09~!~432
IE-Sharing-At-Rejuvenation-Garden_29-Jun-09~!~433
IHS-Nandita-Das-Visit-with-SG_30-Jun-09~!~434
IHS-New-Building-Opening-Puja-29-Jun-09~!~435
Press-Inerview-With-Raj-Kannada-TV_28-Jun-09_Cam1~!~436
Press-Inerview-With-Raj-Kannada-TV_28-Jun-09_Cam2~!~437
Press-Interview-With-Podhigai-TV-Shrine_2-Jun-09~!~438
Press-Meet-and-Builders-Association-Meet-Mysore_6-May-09-Cam1~!~439
Press-Meet-and-Builders-Association-Meet-Mysore_6-May-09_Cam2~!~440
Residents-Sathsang-at-Kaivalya-Kutir_30-Jun-09_Cam1~!~441
Residents-Sathsang-at-Kaivalya-Kutir_30-Jun-09_Cam2~!~442
SG-Message-about-Giving-Shrine_29-Jun-09_Cam1~!~443
SG-Message-about-Giving-Shrine_29-Jun-09_Cam2~!~444
Spirituality-In-Leadership-CII-PSG-Institute-of-Management-CBE_26-Jun-09-Cam1~!~445
Spirituality-In-Leadership-CII-PSG-Institute-of-Management-CBE_26-Jun-09_Cam2~!~446
Trimurthi-Finishing-Pooja-SG-SOI_7-Jun-09_Cam1~!~447
Trimurthi-Finishing-Pooja-SG-SOI_7-Jun-09_Cam2~!~448
Various-Meditation-Shots-Yogamudra-SH-Nalanda_7-Jun-09~!~449
Various-Rejuvenation-and-Guru-Pooja_5-Jun-09~!~450
Various-Shots-IHS-Children-In-Class_7-Jun-09~!~451
Various-Shots-In-SH-Kitchen-and-Friday-Decorating_26-Jul-09~!~452
Various-Shots-Linga-LB-Construction_30-Jul-09~!~453
Various-Shots-at-Nalanda-Decoration-Shooting_27-Jun-09~!~454
Various-Shots-for-Isha-Craft_7-Jun-09~!~455


# 4018 - 4bb6c47f0a75 (484-514)
Hindi-IE-Class-Practices-Demo-At-Nalanda_28-Jul-09_Cam1~!~484
Hindi-IE-Class-Practices-Demo-At-Nalanda_28-Jul-09_Cam2~!~485
IHS-Sasthang-With-Senior-Students-Nalanda_28-Jul-09_Cam1~!~486
IHS-Sasthang-With-Senior-Students-Nalanda_28-Jul-09_Cam2~!~487
IHS-Sasthsang-With-Teachers-Activity-Hall_28-Jul-09~!~488
In-The-Lap-Of-The-Master-Eng-Sathsang-Participant-Shots_26-Apr-09~!~489
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day1-Evening_24-Apr-09_Cam1~!~490
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day1-Evening_24-Apr-09_Cam2~!~491
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_25-Afternoon_Apr-09_Cam1~!~492
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_25-Afternoon_Apr-09_Cam2~!~493
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_25-Evening_Apr-09_Cam1~!~494
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_25-Evening_Apr-09_Cam2~!~495
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_25-Morning_Apr-09_Cam1~!~496
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_25-Morning_Apr-09_Cam2~!~497
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_26-Evening_Apr-09_Cam1~!~498
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_26-Evening_Apr-09_Cam2~!~499
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_26-Morning_Apr-09_Cam1~!~500
In-The-Lap-Of-The-Master-Eng-Sathsang-SH-Day2_26-Morning_Apr-09_Cam2~!~501
Interview-with-SG-For-Film-on-Anger-Vandhana-Kohli-Delhi_3-Jul-09~!~502
LB-Construction-Site-Visit_29-Jun-09~!~503
LB-Construction-Visit-Parking-Area_1-Jun-09~!~504
Lotus-Eye-Foundation-CBE-Inaguration-SG_28-Apr-09_Cam1~!~505
Lotus-Eye-Foundation-CBE-Inaguration-SG_28-Apr-09_Cam2~!~506
Pancha-Bhutha-Aradhana-Prep-Practice-Process_21-Jun-09~!~507
Photo-Sessions-with-Tarun-SPH-Garden-Nalanda_3-May-09~!~508
Proctor-and-Gamble-Teleconference-2009-Delhi-From-Nalanda_28-Jul-09_Cam1~!~509
Proctor-and-Gamble-Teleconference-2009-Delhi-From-Nalanda_28-Jul-09_Cam2~!~510
Temple-Construction-Meet-Coconut-Grove_29-Jun-09~!~511
Various-Clips-Kodanadu-Viewpoint-and-Kothagiri_9-May-09~!~512
Walk-and-Talk-Video-Shooting-Vasanth-TV-SPH_1-May-09~!~513
Zee-TV-Tamil-Interview-SPH-Yard_3-May-09~!~514


# 4019 - 4c0c32a8028e (515-532)
IE-Intensive-SG-Program-Day1-Evening_3-Jun-09_Cam1~!~515
IE-Intensive-SG-Program-Day1-Evening_3-Jun-09_Cam2~!~516
IE-Intensive-SG-Program-Day2-Evening_4-Jun-09_Cam1~!~517
IE-Intensive-SG-Program-Day2-Evening_4-Jun-09_Cam2~!~518
IE-Intensive-SG-Program-Day2-Morning_4-Jun-09_Cam1~!~519
IE-Intensive-SG-Program-Day2-Morning_4-Jun-09_Cam2~!~520
IE-Intensive-SG-Program-Day3-Evening_5-Jun-09-Cam1~!~521
IE-Intensive-SG-Program-Day3-Evening_5-Jun-09-Cam2~!~522
IE-Intensive-SG-Program-Day3-Morning_5-Jun-09-Cam1~!~523
IE-Intensive-SG-Program-Day3-Morning_5-Jun-09-Cam2~!~524
IE-Intensive-SG-Program-Day3-Temple-Aradhana_5-Jun-09~!~525
IE-Intensive-SG-Program-Day4-AM-Games_6-Jun-09~!~526
IE-Intensive-SG-Program-Day4-Evening_6-Jun-09_Cam1~!~527
IE-Intensive-SG-Program-Day4-Evening_6-Jun-09_Cam2~!~528
IE-Intensive-SG-Program-Day4-Morning_6-Jun-09_Cam1~!~529
IE-Intensive-SG-Program-Day4-Morning_6-Jun-09_Cam2~!~530
Sadhguru-Voting_18-Aug-09~!~531
Stretching-Demo-Sw-Nirvichara-Sw-Hridik-SG-Nalanda_1-May-09~!~532


# 4020 - 4bb77fc22143 (533-557)
3Day-Tamil-Sathsang-Day1-Evening_17-Apr-09_Cam1~!~533
3Day-Tamil-Sathsang-Day1-Evening_17-Apr-09_Cam2~!~534
3Day-Tamil-Sathsang-Day2-Evening_18-Apr-09_Cam1~!~535
3Day-Tamil-Sathsang-Day2-Evening_18-Apr-09_Cam2~!~536
3Day-Tamil-Sathsang-Day2-Morning_18-Apr-09_Cam1~!~537
3Day-Tamil-Sathsang-Day2-Morning_18-Apr-09_Cam2~!~538
3Day-Tamil-Sathsang-Day3-Evening_19-Apr-09_Cam1~!~539
3Day-Tamil-Sathsang-Day3-Evening_19-Apr-09_Cam2~!~540
3Day-Tamil-Sathsang-Day3-Morning_19-Apr-09_Cam1~!~541
3Day-Tamil-Sathsang-Day3-Morning_19-Apr-09_Cam2~!~542
3Day-Tamil-Sathsang-Volunteer-Sharing_20-Apr-09~!~543
IE-Intensive-SG-Program-Day5-Evening-Session_7-Jun-09_Cam1~!~544
IE-Intensive-SG-Program-Day5-Evening-Session_7-Jun-09_Cam2~!~545
IE-Intensive-SG-Program-Day5-Morning_7-Jun-09_Cam1~!~546
IE-Intensive-SG-Program-Day5-Morning_7-Jun-09_Cam2~!~547
IE-Intensive-SG-Program-Evening-Walking_4-Jun-09~!~548
IE-Intensive-SG-Program-Sharing_8-Jun-09~!~549
Nellaiappar-Temple-at-Tirunelveli_16-Aug-09~!~550
Samskriti-Agriculture-Land_13-Aug-09~!~551
Samskriti-Students-Meet-with-Sadhguru-Kalari-Hall_1-Aug-09~!~552
Singapore-and-Other-Ashram-Clips_Feb-09~!~553
Various-Dhyanalinga-Outside-Temple-Shots_14-Aug-09~!~554
Various-IHS-Clips-Dance-Kalari-Music-Classes_14-Aug-09~!~555
Video-For-IHS-SG-Bharathi-Kathmandu_8-Jul-09_Cam1~!~556
Video-For-IHS-SG-Bharathi-Kathmandu_8-Jul-09_Cam2~!~557


# 4023 - 4bb951370920 (616-641)
Ananda-Alai-Hyderabad_2-Aug-09_Cam1~!~616
Ananda-Alai-Hyderabad_2-Aug-09_Cam2~!~617
Deccan-Daily-Interview-Hyderabad-SG_3-Aug-09~!~618
Inner-Engineering-Intro-at-Hysea-and-Ascendas-Hyderabad_3-Aug-09_Cam1~!~619
Inner-Engineering-Intro-at-Hysea-and-Ascendas-Hyderabad_3-Aug-09_Cam2~!~620
Intro-Talk-Dinner-At-Taj-Deccan-Hyderabad_1-Aug-09_Cam1~!~621
Intro-Talk-Dinner-At-Taj-Deccan-Hyderabad_1-Aug-09_Cam2~!~622
Intro-Talk-Lunch-at-Tanglin-Club-Singapore_25-Aug-09-Cam1~!~623
Intro-Talk-Lunch-at-Tanglin-Club-Singapore_25-Aug-09-Cam2~!~624
Intro-Talk-Singapore-Indian-Chamber-of-Commerce-and-Industry_25-Aug-09_Cam1~!~625
Intro-Talk-Singapore-Indian-Chamber-of-Commerce-and-Industry_25-Aug-09_Cam2~!~626
Intro-Talk-YPO-Members-at-Trident-Rooftop-Mumbai_31-Jul-09_Cam1~!~627
Intro-Talk-YPO-Members-at-Trident-Rooftop-Mumbai_31-Jul-09_Cam2~!~628
Intro-Talk-YPO-Members-at-Trident-Rooftop-Mumbai_31-Jul-09_Cam3~!~629
Intro-Talk-at-LeeQuanYew-Institute-of-Public-Policy-Singapore_24-Aug-09-Cam1~!~630
Intro-Talk-at-LeeQuanYew-Institute-of-Public-Policy-Singapore_24-Aug-09-Cam2~!~631
Maa-TV-Interview-Hyderabad_1-Aug-09~!~632
Mediacorp-TV-Interview-Singapore_25-Aug-09~!~633
Mediacorp-Vasanth-TV-Interview-Singapore_24-Aug-09~!~634
Meditator-Sathsang-at-Suntec-Convention-Hall-Singapore_24-Aug-09_Cam1~!~635
Meditator-Sathsang-at-Suntec-Convention-Hall-Singapore_24-Aug-09_Cam2~!~636
Public-Talk-at-Suntec-City-Convention-Hall-Singapore_25-Aug-09_Cam1~!~637
Public-Talk-at-Suntec-City-Convention-Hall-Singapore_25-Aug-09_Cam2~!~638
Samskiriti-Salangai-Pooja-SPH_9-Sept-09~!~639
Samskriti-Coconut-Grove-with-Tao-Issaro-Drums_12-Oct-09~!~640
Various-Clips-Singapore-City_23-Aug-09~!~641


# 4024 - 4bba7eb812db (642-662)
Anga-Mardhana-Shoot-SPH_15-Dec-09~!~642
Anga-Mardhana-Shoot-at-Siruvani_17-Oct-09~!~643
Anga-Mardhana-Shoot-in-Kerala-Day1_24-Nov-09_Cam1~!~644
Anga-Mardhana-Shoot-in-Kerala-Day1_24-Nov-09_Cam2~!~645
Anga-Mardhana-Shoot-in-Kerala-Day2_25-Nov-09_Cam1~!~646
Anga-Mardhana-Shoot-in-Kerala-Day2_25-Nov-09_Cam2~!~647
Anga-Mardhana-Shoot-in-Kerala-Day3_26-Nov-09_Cam1~!~648
Anga-Mardhana-Shoot-in-Kerala-Day3_26-Nov-09_Cam2~!~649
Core-Volunteers-Meet-At-Delhi-Center-SG_21-Dec-09~!~650
Diwali-Celebration-SPH-Culturals-SG_17-Oct-09~!~651
Diwali-Celebration-Temple-Decoration-Crowd-Clips_17-Oct-09~!~652
IHS-Arts-Exbhibition-SG_9-Oct-09~!~653
IHS-Closing-Day-SG_11-Oct-09~!~654
IHS-Dance-and-Song-Practice-Daksha-Seth-SG_11-Oct-09~!~655
IHS-Staff-Meeting-with-Sadhguru-at-Activity-Hall_11-Oct-09~!~656
Interview-with-Sekar-Kapoor-Nandi-Sadhana-Hall-LB-Temple_08-Oct-09~!~657
SG-Niece-Manya-Marriage-Preparation-Nalanda_10-Oct-09~!~658
SG-Niece-Manya-Marriage-at-SPH_11-Oct-09~!~659
SG-Niece-Marriage-Dinner-Pepper-Vine_10-Oct-09~!~660
Various-Clips-at-Dhyanalinga_10-Sept-09~!~661
Various-Clips-at-Dhyanalinga_12-Sept-09~!~662

# 4044 - 4bdf684ecf51 (written with H category DV 2010 files) (663-666)
7th-Hill-And-Sadhguru-Cave-Ashram-View_31-Mar-10~!~663
PGH-Walk-N-Run-for-Water-Chennai_18-April-10_Cam1~!~664
Samyama-Sadhana-Pgm-Closing-And-Yantra-Procession-25_Mar_10~!~665
Various-Shots-Temple-Nandi-Peppervine_17-April-10~!~666

# 4065 - 4c0597030190 (667-688)
1Day-Sathsang_The-Decorum-London_13-March-10_Session1-Cam1~!~667
1Day-Sathsang_The-Decorum-London_13-March-10_Session1-Cam2~!~668
Interview-With-Jarvis-Smith_Green-Magazine-London_12-March-10_Cam1~!~669
Interview-With-Jarvis-Smith_Green-Magazine-London_12-March-10_Cam2~!~670
Intro-Talk-YPO-Group_Asia-House-London_11-March-10_Cam1~!~671
Intro-Talk-YPO-Group_Asia-House-London_11-March-10_Cam2~!~672
Intro-Talk_Mandarin-Oriental-Hotel_Hyde-Park-London_26-April-10_Cam1~!~673
Intro-Talk_Mandarin-Oriental-Hotel_Hyde-Park-London_26-April-10_Cam2~!~674
LB-1st-Marriage_23-May-10~!~675
LB-Arpanai-Offering-Shots_13-May-10~!~676
Lebanon-Sadhguru-Interview_3-May-10_Cam1~!~677
Mystic-Eye-Program-Regency-Hotel-Lebanon-Day1_2-May-10_Cam1~!~678
Mystic-Eye-Program-Regency-Hotel-Lebanon-Day1_2-May-10_Cam2~!~679
Mystic-Eye-Program-Regency-Hotel-Lebanon-Day2_3-May-10_Cam1~!~680
Mystic-Eye-Program-Regency-Hotel-Lebanon-Day2_3-May-10_Cam2~!~681
Public-Intro-Talk_Nottingham-London_25-April-10_Cam1~!~682
Public-Intro-Talk_Nottingham-London_25-April-10_Cam2~!~683
Sadhguru-Talks-About-Sports-In-Lebanon_4-May-10_Cam1~!~684
Sadhguru-Talks-About-Sports-In-Lebanon_4-May-10_Cam2~!~685
Seventh-Hills-And-SG-Cave_Ashram-View_31-Mar-10~!~686
Sharing-Shivani-Modi-At-Nalanda_6-May-10~!~687
Various-Shots-Lebanon_Beirut-City_3-May-10~!~688


# 4102 - 4c5b49460392 (689-729)
Airtel-Antenna_Ashram-Aerial-View-And-Chamundhi-Cottage_23-Jun-10~!~689
Anaadhi-Program-Darshans_US-Ashram_Downloaded-WMVs~!~690
Bharath-Green-Website-Launch-Chennai_6-Jun-10~!~691
Committe-Member-Meeting-Retreat-Sharing-Spanda-Hall_1-Aug-10~!~692
Consecration-Day-Chanting-12th-Anniversary-Day_24-Jun-10~!~693
Construction-Meet-Adi-Yogi-Clay-Model_LB-Statue-Chennai-07-Jun-10~!~694
DL-Guru-Pournima-Guru-Pooja-and-LB-Possession-Sharing_25-Jul-10~!~695
Isha-Tour-All-Footage-Clips-Part1_3-Jul-10~!~696
Isha-Tour-All-Footage-Clips-Part2_3-Jul-10~!~697
Jo-Wood-Ashram-Visit-PGH_3-Aug-10~!~698
Newspaper-Interview-DNA_CCI-Club_Mumbai_8-Jun-10~!~699
PGH-Indira-Gandhi-Paryavaran-Award_Malvankar-Auditorium-Delhi_5-Jun-10-Cam1~!~700
PGH-Indira-Gandhi-Paryavaran-Award_Malvankar-Auditorium-Delhi_5-Jun-10-Cam2~!~701
PGH-Indra-Gandhi-Paryavaran-Puraskar-Award-Press-Meet-Malvankar-Auditorium-Delhi_5-Jun-10_Cam1~!~702
PGH-Indra-Gandhi-Paryavaran-Puraskar-Award-Press-Meet-Malvankar-Auditorium-Delhi_5-Jun-10_Cam2~!~703
Panchabutha-Aradhana-Sharing-Theerthakund_11-Jun-10~!~704
Press-Interview-Asian-Age-Deccan-Chronicle-Delhi_4-Jun-10~!~705
Press-Interview-Business-Line-Newspaper-Chennai-7-Jun-10~!~706
Press-Interview-Fortune-Mag-Filmtalk-Mag_CCI-Club-Mumbai_8-Jun-10~!~707
Press-Interview-Green-Magazine-Delhi-4-Jun-10~!~708
Press-Interview-Indo-Asian-News-Service-Delhi_4-Jun-10~!~709
Press-Interview-KalaignarTV-DinaMalar-EeNadu-PasumaiVikatan-TOI-Deccan-Chennai_7-Jun-10~!~710
Press-Interview-Maha-TV-Delhi_4-Jun-10~!~711
Press-Interview-Mataraboomi-Malayalam-News-Delhi_4-Jun-10~!~712
Press-Interview-NDTV-Chennai_7-Jun-10~!~713
Press-Interview-PGH-Indira-Gandhi-Paryavaran-Award-Delhi_4-Jun-10~!~714
Press-Interview-Raj-News-Delhi_4-Jun-10~!~715
Press-Interview-Sakashi-TV-Delhi_4-Jun-10~!~716
Press-Interview-SunTV-And-KalaignarTV-Delhi_4-Jun-10~!~717
Press-Interview-TOI_Speaking-Tree-Delhi_4-Jun-10~!~718
Press-Interview-Trust-Of-India_Delhi-4-Jun-10~!~719
Press-Interview-UTV-Bloomberg-Network-Delhi_4-Jun-10~!~720
Press-Interview-With-Sadhguru-SS-MusicTV-Chennai_7-Jun-~!~721
Press-Interview-Zee-Intl-News-Channel-Delhi_4-Jun-10~!~722
Press-Interviews-Zee-News-Hindi-Delhi_4-Jun-10~!~723
Publications-Get-Together-2nd-Stream_2-Aug-10~!~724
Sadhguru-Sri-Brahma-100th-Guru-Pooja-Subhalapuram-Theni_12-Jul-10~!~725
Sharing-Elizabeth-from-Bulgaria_Nalanda_27-Jul-10~!~726
Various-Clips-At-Isha-Life-Offices-Mylapore-Chennai-XD_15-Jul-10~!~727
Various-Clips-At-Isha-Life-Offices-Mylapore-Chennai-XD_7-Jun-10~!~728
Various-Shots-For-Common-Wealth-Games-Video_20-Jul-10~!~729


# 4247 - 4d3568643c73 
1732_Inner-Way_Day4-Morning_2nd-Stream_15-Jan-11_Cam2~!~1733
1732_Inner-Way_Day4-Morning_2nd-Stream_15-Jan-11_Cam3~!~1734
1732_Inner-Way_Day4-Morning_2nd-Stream_15-Jan-11_Cam4~!~1735


# 4531 - 53b1147b08e7 (Duplicate codes - 2nd digit '9' mistakenly swapped with '6')
6678_Isha-Kriya_Meditation-Shots_Sadhana-Hall_20-Jun-14~!~6978
6679_Isha-Vidhya-School_Clips_And_PGH_Nathegoundanpalayam_16-Jun-14~!~6979
6680_Shambhavi-Mahamudra_Practice-Shots_Kaivalya-Kutir_21-Jun-14~!~6980
6681_Sharing_Sacred-Walks-Kailash-Yatra_22-Jun-14~!~6981
6682_Sharing_Shambhavi-Mahamudra_And_Volunteering_SPH_22-Jun-14~!~6982
6683_Sharing_Shambhavi-Mahamudra_AYA_19-Jun-14~!~6983
6684_Sharing_Shambhavi-Mahamudra_AYA_21-Jun-14~!~6984
6685_Sharing_Shambhavi-Mahamudra_SPH_18-Jun-14~!~6985
6686_Sharing_Shambhavi-Mahamudra_SPH_20-Jun-14~!~6986
6687_Sharing_Shambhavi-Mahamudra_SPH_21-Jun-14~!~6987
6688_Spot-On-Sadhguru_AYA_19-Jun-14_Cam1~!~6988
6689_Spot-On-Sadhguru_AYA_19-Jun-14_Cam2~!~6989
6690_Yoga-Namaskaram_Practice-Shots_Sadhana-Hall_22-Jun-14~!~6990
6691_Darshan_English_Day5_Online-Mix_AYA_22-Jun-14~!~6991
6692_5D-Camera_Darshan_English_Day5_SOI_AYA_22-Jun-14~!~6992
6693_Darshan_English_Day6_AYA_23-Jun-14_Cam1~!~6993
6694_Darshan_English_Day6_AYA_23-Jun-14_Cam2~!~6994
6695_Darshan_English_Day6_AYA_23-Jun-14_Cam3~!~6995
6696_5D-Camera_Darshan_English_Day6_SOI_AYA_23-Jun-14~!~6996
6697_Darshan_English_Day6_Online-Mix_AYA_23-Jun-14~!~6997
6698_Darshan_English_Day7_AYA_24-Jun-14_Cam1~!~6998
6699_Darshan_English_Day7_AYA_24-Jun-14_Cam2~!~6999
6700_Darshan_English_Day7_Online-Mix_AYA_24-Jan-14~!~7000
6701_Adi-Yogi_Construction-Clips_IYC_26-Jun-14~!~7001
6702_Adi-Yogi-Face_Molding_Kinathukadavu_CBE_24-Jun-14~!~7002
6703_Ashram-Visit_Dharmasthala_Veerendra-Heggade_IYC_14-Jun-14~!~7003
6704_Dhyanalinga-Consecration-Day_Clips_IYC_24-Jan-14~!~7004
6705_Kitchen-Volunteering_Shots_Akshaya_22-jun-14~!~7005
6706_Sadhguru_Sound-Byte_About_Health_SPH_Cam1~!~7006
6707_Sadhguru_Sound-Byte_About_Health_SPH_Cam2~!~7007
6708_Sadhguru_Sound-Byte_About_Health_SPH_Cam3~!~7008
6709_Sharing_Shivanga-Sadhana_AYA_26-Jun-14~!~7009
6710_Vijay-TV_Shoots_Dr-Selvaganapathy_SPH_25-Jun-14_Cam1~!~7010
6711_Vijay-TV_Shoots_Dr-Selvaganapathy_SPH_25-Jun-14_Cam2~!~7011
